iso_code,country,year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_cons_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,gdp,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,population,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
CHE,Switzerland,2016,,,,,25.06,0.21,0.351,,61.821,-8.061,-0.117,158.779,1.331,0.0,0.0,,0.0,0.0,0.0,0.0,0.432,63.77,59.85,-5.92,-19.378,36748.33,0.606,-3.385,-5.55,431.985,3.62,18902.97,158.405,6.048,51.439,5.058,1.678,34.85,0.0,0.0,4158.757,,,,,0.0,11.317,508579289003.0,3.7,-10.033,-9.711,87.082,4090.734,34.28,10391.769,57.277,28.278,-8.709,-14.178,148.612,6710.092,56.23,17734.264,93.952,48.259,3.92,6.147,-8.96,-5.272,53.565,2422.459,20.3,6392.085,33.918,17.394,-5.498,-7.112,122.225,431.985,3.62,14585.434,,,,,6.048,39.69,4.338,0.21,0.0,7.108,0.288,25.06,0.0,517.669,0.351,0.0,1.409,7142.077,8379915.0,307.948,-8.568,-8.906,95.046,4287.633,35.93,11342.179,60.033,30.864,18.419,0.521,3.352,158.713,1.33,400.03,2.222,1.089,-1.495,-0.004,0.274,13.127,0.11,32.711,0.184,0.089
CHL,Chile,2016,,,,,90.065,1.64,2.155,,424.704,1.418,1.206,4737.232,86.261,998.403,18.18,-19.857,-3.349,742.183,13.514,23.89,19.795,76.1,76.1,4.918,20.425,23931.8,1.11,7.229,24.051,2559.713,46.61,19593.191,356.774,61.248,81.871,22.636,10.92,59.163,933.601,17.0,3249.098,19.742,2.164,720.709,13.123,22.339,13.576,392579493701.0,32.32,-17.134,-10.239,49.518,1252.672,22.81,2719.421,29.974,11.363,-4.388,-3.626,79.002,1619.522,29.49,4338.628,38.752,18.129,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98,11.925,211.35,627.709,11.43,11606.861,-26.12,-1.128,175.222,3.191,15.02,48.5,16.905,1.64,0.0,20.055,2.824,90.065,0.0,928.383,2.155,0.0,3.879,4179.235,18209072.0,435.776,-4.388,-3.626,79.002,1619.522,29.49,4338.628,38.752,18.129,86.396,2.973,6.413,142.237,2.59,352.209,3.403,1.472,15.259,0.816,6.166,134.548,2.45,338.615,3.219,1.415
CHN,China,2016,1.762,0.478,19.542,27.633,43.938,62.13,1.02,0.077,584.16,-0.894,-201.032,15757.176,22281.407,2939.324,4156.35,-7.534,-1602.728,13911.276,19671.232,68.238,62.359,6078.25,6090.97,1.658,582.673,25268.551,2.071,0.564,175.76,3079.808,4355.0,22161.722,31337.769,71.499,87.705,7.577,147.516,2094.411,133.15,188.28,1481.145,1.675,22.727,975.508,1379.416,3.091,5.862,17255473242506.0,3558.1,2.865,80.77,2900.231,815.58,1153.27,2051.011,18.934,8.117,10.208,406.914,4393.239,1227.658,1735.969,3106.85,28.501,12.295,-12.72,-0.209,23.655,102.554,536.1,150.759,213.18,379.124,3.5,1.5,3.405,229.276,6961.926,7.334,10.37,4923.4,-6.933,-172.996,1642.331,2322.337,0.17,19.484,156.256,62.135,,14.235,19.471,43.941,,110.503,1.02,,0.437,4307.466,1414049408.0,35730.98,8.567,304.36,3857.139,1076.901,1522.791,2727.726,25.001,10.795,67.511,67.428,167.304,47.049,66.53,118.316,1.092,0.468,29.012,136.212,605.715,170.334,240.86,428.355,3.954,1.695
CIV,Cote d'Ivoire,2016,,,,,0.0,0.0,0.0,,459.669,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,7.84,9.05,13.519,6.832,2408.165,0.641,,,316.505,7.54,,,83.315,,,,,232.131,5.53,,11.973,2.561,1005.476,23.953,61.105,,89471443377.0,4.16,,,,63.385,1.51,,16.685,,,,,63.385,1.51,,16.685,,-1.21,-15.434,,,,0.0,0.0,,0.0,,,,,84.373,2.01,,69.428,12.717,1302.714,31.034,22.21,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,379.889,23822726.0,57.369,,,,63.385,1.51,,16.685,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
CMR,Cameroon,2016,,,,,0.0,0.0,0.0,,277.299,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.98,6.96,-2.551,-1.111,1773.832,0.6,,,109.502,2.62,,,37.644,,,,,0.0,0.0,,5.882,0.434,326.375,7.809,0.0,,70686400713.0,1.93,,,,180.971,4.33,,62.213,,,,,181.388,4.34,,62.356,,0.02,0.287,,,,0.0,0.0,,0.0,,,,,109.502,2.62,,-5.865,-3.66,2455.375,58.749,37.644,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,290.89,23926548.0,42.442,,,,181.388,4.34,,62.356,,,,,0.418,0.01,,0.144,,,,,0.0,0.0,,0.0,
COD,Democratic Republic of Congo,2016,,,,,0.0,0.0,0.0,,26.549,,,,,0.0,0.0,18.316,0.01,0.783,0.062,0.0,,8.64,9.04,-7.769,-2.842,428.22,0.452,,,0.381,0.03,,,0.332,,,,,0.0,0.0,,,,,,0.0,,74568657949.0,0.24,,,,114.356,9.01,,99.668,,,,,114.356,9.01,,99.668,,-0.4,-4.63,,,,0.0,0.0,,0.0,,,,,0.381,0.03,,,,,,0.332,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,114.737,78789136.0,33.739,,,,114.356,9.01,,99.668,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
COG,Congo,2016,,,,,10.038,0.05,1.767,,321.555,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.83,2.83,-4.44,-1.313,5675.187,0.956,,,333.267,1.66,,,58.657,,,,,279.061,1.39,,-6.667,-1.085,3048.43,15.184,49.117,,29575751854.0,0.91,,,,224.855,1.12,,39.576,,,,,234.893,1.17,,41.343,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,54.206,0.27,,-0.383,-0.532,27756.916,138.257,9.541,,,0.05,0.0,,,10.038,0.0,,1.767,0.0,,568.159,4980996.0,28.268,,,,234.893,1.17,,41.343,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
COK,Cook Islands,2016,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.03,0.03,4.235,0.018,25125.744,,,,1712.231,0.03,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.02,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1712.231,0.03,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1712.231,17521.0,0.44,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
COL,Colombia,2016,-3.071,-0.255,166.772,8.034,25.739,1.24,1.659,1.62,214.075,9.981,5.767,1319.087,63.547,136.793,6.59,5.803,39.661,15009.766,723.096,8.817,12.817,75.07,74.74,5.069,23.92,10292.064,0.79,5.55,19.19,515.62,24.84,7576.179,364.983,33.235,73.612,7.892,8.848,120.966,359.937,17.34,2510.962,3.53,4.099,2495.11,120.202,23.2,24.397,627381377421.0,16.0,4.094,4.627,117.662,1008.821,48.6,2442.386,65.025,23.731,3.751,4.73,130.838,1035.806,49.9,2715.893,66.765,26.388,0.33,0.44,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.601,4.575,180.47,18.889,0.91,3746.13,-11.66,-71.82,11295.081,544.141,1.218,36.398,5.014,1.24,0.0,8.728,0.403,25.739,0.0,104.079,1.659,0.0,1.011,1551.426,48175048.0,495.821,3.751,4.73,130.838,1035.806,49.9,2715.893,66.765,26.388,,0.0,0.0,0.208,0.01,0.0,0.013,0.0,-26.019,-0.045,0.128,1.038,0.05,2.656,0.067,0.026
COM,Comoros,2016,,,,,0.0,0.0,0.0,,800.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.05,0.05,17.248,0.131,1115.287,0.656,,,62.846,0.05,,,100.0,,,,,0.0,0.0,,,,,,0.0,,1353090000.0,0.04,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,62.846,0.05,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,62.846,795597.0,0.887,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
CPV,Cape Verde,2016,,,,,0.0,0.0,0.0,,558.14,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.43,0.43,4.444,0.17,7508.69,1.124,,,640.133,0.34,,,79.07,,,,,0.0,0.0,,,,,,0.0,,3549154000.0,0.24,,,,0.0,0.0,,0.0,,,,,169.447,0.09,,20.93,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,640.133,0.34,,,,,,79.07,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,809.579,531140.0,3.988,,,,169.447,0.09,,20.93,,,,,18.827,0.01,,2.326,,,,,150.619,0.08,,18.605,
CRI,Costa Rica,2016,,,,,4.082,0.02,0.185,,44.486,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.94,10.79,3.347,1.982,12490.346,0.89,,,67.356,0.33,,,3.058,,,,,0.0,0.0,,,,,,0.0,,68781793019.0,0.48,,,,1622.669,7.95,,73.679,,,,,2134.983,10.46,,96.942,,0.15,1.371,,,,0.0,0.0,,0.0,,,,,67.356,0.33,,,,,,3.058,,,1.36,1.34,,,277.589,273.506,,12.604,12.419,,2202.339,4899336.0,61.194,,,,2134.983,10.46,,96.942,,,,,0.0,0.0,,0.0,,,,,234.726,1.15,,10.658,
CUB,Cuba,2016,,,,,134.097,1.52,7.884,,642.116,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,19.28,19.28,-22.027,-28.117,8780.836,1.113,,,1556.227,17.64,,,91.494,,,,,131.45,1.49,,-4.8,-0.617,1078.824,12.229,7.728,,89440000000.0,12.38,,,,5.293,0.06,,0.311,,,,,144.683,1.64,,8.506,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1424.777,16.15,,-0.06,-0.021,3017.647,34.205,83.766,,,1.52,0.0,,,134.097,0.0,,7.884,0.0,,1700.91,11335108.0,99.532,,,,144.683,1.64,,8.506,,,,,3.529,0.04,,0.207,,,,,1.764,0.02,,0.104,
CYM,Cayman Islands,2016,,,,,0.0,0.0,0.0,,707.692,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.65,0.65,-1.135,-0.029,40808.648,,,,10389.361,0.65,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.46,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,10389.361,0.65,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,10389.361,62564.0,2.553,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
CYP,Cyprus,2016,,,,,42.728,0.05,1.022,,642.127,-86.644,-0.034,4.415,0.005,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,4.89,4.89,8.757,2.548,27039.427,1.236,8.943,2.501,3811.35,4.46,26039.007,30.471,91.207,96.3,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25590756461.0,3.14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.602,0.057,1.068,367.462,0.43,912.614,8.793,3.375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.075,2.535,30.465,3811.35,4.46,26034.591,,0.0,0.0,0.0,91.207,96.284,0.131,0.05,0.0,0.931,0.001,42.728,0.0,111.796,1.022,0.0,0.413,4178.812,1170189.0,31.641,5.602,0.057,1.068,367.462,0.43,912.614,8.793,3.375,14.539,0.047,0.367,128.184,0.15,313.626,3.067,1.16,1.579,0.009,0.57,196.549,0.23,487.192,4.703,1.802
CZE,Czechia,2016,,,,,448.259,4.76,5.804,,484.819,0.709,1.346,18006.378,191.207,3952.399,41.97,-4.777,-9.4,17643.658,187.356,51.177,41.655,71.04,82.01,-1.352,-6.293,43226.919,1.511,0.31,1.147,4569.225,48.52,34964.159,371.28,59.164,80.885,8.23,6.205,81.6,351.262,3.73,7684.418,,,,,4.548,17.777,303850725442.0,39.76,10.801,0.49,5.031,188.344,2.0,473.765,2.439,1.096,-8.17,-7.495,84.244,3153.82,33.49,7933.402,40.836,18.353,-10.97,-15.442,-10.727,-7.284,60.617,2269.545,24.1,5708.435,29.387,13.206,-6.106,-6.404,98.473,265.565,2.82,9273.363,,,,,3.439,21.453,11.987,4.76,0.0,-1.113,-0.135,448.259,0.0,1128.83,5.804,0.0,2.611,7723.045,10618868.0,459.021,-0.885,-0.211,23.627,884.275,9.39,2224.966,11.45,5.147,-6.423,-0.368,5.359,200.586,2.13,504.67,2.597,1.167,-13.717,-0.199,1.25,47.086,0.5,117.701,0.61,0.272
DEU,Germany,2016,0.215,0.066,375.265,30.844,619.633,50.93,7.921,0.815,448.03,-2.745,-25.121,10827.288,889.935,3184.548,261.75,-7.418,-36.937,5608.359,460.972,40.71,23.526,592.45,642.97,1.641,61.074,46022.561,1.013,2.716,80.967,4485.376,368.67,37254.69,3062.104,57.339,80.949,10.306,79.311,848.848,1005.186,82.62,10327.402,-7.993,-6.014,842.283,69.23,12.85,22.44,3735419097107.0,288.07,7.628,3.662,51.67,250.019,20.55,628.634,3.196,1.366,-2.686,-19.893,720.667,3337.236,274.3,8767.908,42.661,19.051,-50.52,-8.527,-8.338,-19.361,212.837,1029.64,84.63,2589.456,13.162,5.626,2.065,26.776,1323.319,295.643,24.3,16100.0,-2.805,-0.855,360.599,29.639,3.779,34.983,128.515,51.1,0.17,0.678,0.865,621.702,2.068,1563.559,7.947,0.026,3.397,7822.612,82193776.0,3782.768,-0.105,-0.532,507.83,2307.596,189.67,6178.452,29.499,13.425,-2.204,-2.159,95.809,463.539,38.1,1165.644,5.926,2.533,-1.455,-2.967,200.992,972.336,79.92,2445.349,12.43,5.313
DJI,Djibouti,2016,,,,,0.0,0.0,0.0,,750.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.08,0.08,-8.87,-0.296,3271.459,1.171,,,86.103,0.08,,,100.0,,,,,0.0,0.0,,,,,,0.0,,2595208000.0,0.06,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,86.103,0.08,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,86.103,929117.0,3.04,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
DMA,Dominica,2016,,,,,0.0,0.0,0.0,,454.545,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.11,0.11,4.563,0.037,11922.588,1.203,,,981.671,0.07,,,63.636,,,,,0.0,0.0,,,,,,0.0,,706700000.0,0.05,,,,560.955,0.04,,36.364,,,,,560.955,0.04,,36.364,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,981.671,0.07,,,,,,63.636,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1542.626,71307.0,0.85,,,,560.955,0.04,,36.364,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
DNK,Denmark,2016,,,,,849.187,4.85,15.876,,340.426,21.162,4.254,4264.24,24.355,1553.049,8.87,,0.0,0.0,0.0,29.034,12.435,35.61,30.55,0.878,1.706,34292.971,0.763,2.243,3.222,2129.095,12.16,25712.09,146.851,39.804,74.978,1.692,0.56,33.653,395.704,2.26,5892.229,-1.949,-0.934,8229.413,47.001,7.398,17.182,256821805704.0,10.4,6.254,0.003,0.048,3.502,0.02,8.486,0.065,0.025,-3.2,-1.535,46.419,3219.906,18.39,8127.591,60.196,23.7,5.06,14.209,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.76,-1.592,88.843,180.343,1.03,15555.62,-9.954,-8.902,14100.086,80.53,3.372,45.361,12.357,4.85,0.0,16.285,1.731,849.187,0.0,2163.611,15.876,0.0,6.309,5349.002,5711346.0,195.859,-3.2,-1.535,46.419,3219.906,18.39,8127.591,60.196,23.7,22.361,0.342,1.87,129.567,0.74,327.498,2.422,0.955,-10.097,-3.61,32.143,2237.651,12.78,5627.996,41.833,16.412
DOM,Dominican Republic,2016,,,,,44.24,0.46,2.602,,586.538,,,,,291.41,3.03,,0.0,0.0,0.0,17.138,,17.68,17.68,6.366,6.197,9957.948,0.702,,,1473.397,15.32,,,86.652,,,,,396.24,4.12,,,0.0,0.0,0.0,23.303,,147459375663.0,10.37,,,,144.262,1.5,,8.484,,,,,226.972,2.36,,13.348,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,785.748,8.17,,,0.0,0.0,0.0,46.21,,,0.46,0.0,,,44.24,0.0,,2.602,0.0,,1700.37,10397738.0,103.54,,,,226.972,2.36,,13.348,,,,,7.694,0.08,,0.452,,,,,30.776,0.32,,1.81,
DZA,Algeria,2016,,,,,0.0,0.0,0.0,,487.717,-63.158,-0.977,14.053,0.57,0.0,0.0,,0.0,0.0,0.0,0.0,0.092,66.51,66.76,-0.088,-0.541,15213.811,1.074,-0.134,-0.824,1637.921,66.42,15192.983,616.097,99.491,99.863,1.777,6.738,385.962,1637.921,66.42,9517.866,12.26,99.811,22537.388,913.923,99.491,62.561,574696157145.0,32.56,-50.639,-0.186,0.181,5.425,0.22,4.465,0.33,0.029,50.479,0.283,0.845,8.384,0.34,20.84,0.509,0.137,-0.25,-0.376,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.788,-6.585,229.564,0.0,0.0,5661.063,1.773,13.863,19621.757,795.69,0.0,37.21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.306,40551400.0,616.941,50.479,0.283,0.845,8.384,0.34,20.84,0.509,0.137,319.914,0.469,0.616,2.219,0.09,15.194,0.135,0.1,-0.32,-0.0,0.048,0.74,0.03,1.182,0.045,0.008
ECU,Ecuador,2016,,,,,127.341,2.1,7.928,,244.621,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,26.17,26.49,-0.578,-1.071,11181.487,1.089,-5.28,-7.966,520.887,8.59,8665.525,142.904,32.427,77.499,7.95,0.653,8.863,113.394,1.87,537.447,10.06,0.547,362.843,5.984,7.059,4.807,169282350006.0,6.48,20.188,6.688,39.819,950.815,15.68,2414.565,59.192,21.594,19.871,6.856,41.359,1085.433,17.9,2507.969,67.573,22.43,-0.32,-1.223,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.042,-8.619,134.041,407.492,6.72,8128.079,1.252,4.238,20785.221,342.771,25.368,72.692,1.232,2.1,0.0,19.411,0.2,127.341,0.0,74.691,7.928,0.0,0.668,1606.32,16491115.0,184.395,19.871,6.856,41.359,1085.433,17.9,2507.969,67.573,22.43,6.843,0.006,0.097,2.426,0.04,5.91,0.151,0.053,-15.53,-0.039,0.211,4.851,0.08,12.803,0.302,0.115
EGY,Egypt,2016,,,,,0.0,0.0,0.0,,487.331,52.051,4.851,150.031,14.17,0.0,0.0,,0.0,0.0,0.0,0.0,1.381,167.46,167.73,5.041,49.255,10866.3,0.929,5.223,48.967,1611.802,152.23,10444.87,986.487,90.759,96.122,7.248,33.353,493.541,1269.6,119.91,5225.588,-5.492,-23.389,4261.831,402.518,71.49,48.09,1104510677965.0,81.74,-4.122,-1.427,33.189,134.679,12.72,351.403,7.584,3.234,0.73,0.289,39.804,164.113,15.5,421.439,9.241,3.878,-0.27,-0.161,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,10.763,478.776,342.202,32.32,5069.251,-4.505,-18.561,4166.366,393.501,19.269,46.651,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.915,94447072.0,1026.29,0.73,0.289,39.804,164.113,15.5,421.439,9.241,3.878,452.923,0.481,0.587,6.141,0.58,6.22,0.346,0.057,25.756,1.234,6.027,23.293,2.2,63.816,1.312,0.587
ERI,Eritrea,2016,,,,,0.0,0.0,0.0,,705.882,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.34,0.34,1.79,0.042,710.244,,,,100.694,0.34,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.24,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,100.694,0.34,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,100.694,3376558.0,2.398,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
ESH,Western Sahara,2016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,-0.226,-0.002,1977.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538744.0,1.066,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,2016,13.395,1.529,277.468,12.939,122.014,5.69,2.098,0.826,268.815,-23.31,-37.103,2617.615,122.07,781.187,36.43,-44.952,-6.513,171.038,7.976,13.433,7.79,278.86,271.19,0.888,13.793,33600.154,1.106,-0.663,-7.636,2314.399,107.93,24520.637,1143.499,39.799,72.978,2.024,5.778,291.216,1132.861,52.83,6244.7,-12.903,-0.09,13.079,0.61,19.481,18.585,1417044320401.0,72.9,28.537,20.315,91.502,780.544,36.4,1962.13,13.422,5.84,5.331,21.429,423.417,3500.869,163.26,9079.544,60.201,27.022,7.67,2.75,1.688,2.447,147.415,1257.234,58.63,3161.089,21.62,9.408,3.353,23.689,730.212,400.351,18.67,15658.322,-42.521,-1.224,35.481,1.655,6.884,46.602,14.246,5.69,0.0,-2.307,-0.336,122.014,0.0,305.474,2.098,0.0,0.909,5815.269,46634132.0,1566.914,7.386,18.982,276.002,2243.636,104.63,5918.455,38.582,17.614,-2.146,-0.752,34.306,292.49,13.64,735.643,5.03,2.189,-1.42,-1.772,123.009,1048.588,48.9,2637.739,18.032,7.85
EST,Estonia,2016,,,,,721.606,0.95,7.806,,626.13,1.03,0.458,34113.67,44.911,0.0,0.0,,0.0,0.0,0.0,0.0,63.515,10.13,12.17,0.595,0.418,53709.873,2.212,0.704,0.467,8036.418,10.58,50759.004,66.825,86.935,94.506,9.684,0.44,4.981,53.171,0.07,3783.31,,0.0,0.0,0.0,0.575,7.044,31962620478.0,7.62,28.863,0.02,0.088,30.383,0.04,66.857,0.329,0.124,-0.808,-0.031,3.832,1207.741,1.59,2910.53,13.065,5.419,-2.04,-20.138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.479,-0.43,16.933,7983.247,10.51,12862.024,,0.0,0.0,0.0,86.36,23.947,2.226,0.95,0.0,12.935,0.255,721.606,0.0,1690.529,7.806,0.0,3.148,9244.159,1316507.0,70.709,-0.808,-0.031,3.832,1207.741,1.59,2910.53,13.065,5.419,63.128,0.009,0.024,7.596,0.01,18.483,0.082,0.034,-17.426,-0.315,1.494,448.156,0.59,1134.66,4.848,2.113
ETH,Ethiopia,2016,,,,,0.193,0.02,0.16,,24.058,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,11.17,12.47,15.932,11.68,820.406,0.515,,,0.097,0.01,,,0.08,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,164904120342.0,0.3,,,,112.351,11.64,,93.344,,,,,120.266,12.46,,99.92,,-1.3,-11.638,,,,0.0,0.0,,0.0,,,,,0.097,0.01,,,0.0,0.0,0.0,0.08,,,0.02,0.0,,,0.193,0.0,,0.16,0.0,,120.363,103603464.0,84.997,,,,120.266,12.46,,99.92,,,,,0.193,0.02,,0.16,,,,,7.529,0.78,,6.255,
FIN,Finland,2016,-63.686,-3.211,333.058,1.831,2095.416,11.52,16.822,0.568,201.519,14.674,6.516,9262.241,50.921,1267.8,6.97,,0.0,0.0,0.0,10.178,15.808,87.43,68.48,1.764,5.585,58591.279,1.574,5.693,9.966,2704.761,14.87,33654.322,185.022,21.714,57.439,-12.247,-2.802,20.077,680.283,3.74,3651.824,,0.0,0.0,0.0,5.461,6.233,204639590316.0,13.8,-6.286,-2.664,39.713,2873.922,15.8,7223.628,23.072,12.329,-3.097,-4.381,137.097,9751.326,53.61,24937.003,78.286,42.561,18.95,21.674,-0.797,-0.474,58.979,4219.936,23.2,10727.833,33.879,18.31,5.801,6.252,114.024,756.678,4.16,20740.257,,0.0,0.0,0.0,6.075,35.398,28.724,11.52,0.0,0.324,0.093,2095.416,0.0,5224.763,16.822,0.0,8.917,12456.086,5497714.0,322.118,-4.764,-3.908,78.118,5531.39,30.41,14209.17,44.407,24.251,98.817,0.028,0.056,3.638,0.02,10.165,0.029,0.017,31.063,1.847,7.793,558.414,3.07,1417.557,4.483,2.419
FJI,Fiji,2016,,,,,126.088,0.11,11.458,,291.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.96,0.96,-1.22,-0.092,8536.495,,,,401.189,0.35,,,36.458,,,,,0.0,0.0,,,,,,0.0,,,0.28,,,,561.665,0.49,,51.042,,,,,699.216,0.61,,63.542,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,401.189,0.35,,,,,,36.458,,,0.11,0.0,,,126.088,0.0,,11.458,0.0,,1100.405,872406.0,7.447,,,,699.216,0.61,,63.542,,,,,11.463,0.01,,1.042,,,,,0.0,0.0,,0.0,
