iso_code,country,year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_cons_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,gdp,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,population,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
OWID_WRL,World,2016,4.259,38.001,124.628,930.266,65.647,490.01,2.025,0.607,464.774,-1.279,-563.701,5827.932,43501.655,1230.707,9186.42,-5.264,-2366.47,5705.965,42591.286,37.965,28.384,24196.76,24196.76,1.346,2035.333,20532.49,1.431,0.878,1140.657,2115.997,15794.53,17549.597,130996.235,65.275,85.472,2.313,804.35,35586.371,753.676,5625.7,4767.518,1.151,404.128,4758.717,35520.701,23.25,23.219,107134280603000.0,11246.03,2.828,277.971,10106.135,535.868,3999.9,1353.921,16.531,6.594,4.186,894.677,22265.461,1125.649,8402.23,2982.909,34.725,14.528,,,0.887,57.795,6573.436,339.363,2533.12,880.645,10.469,4.289,1.764,900.008,51908.105,131.614,982.41,6954.147,0.39,197.53,6816.699,50882.192,4.06,33.869,1409.998,581.32,91.31,1.961,27.125,77.88,12.233,188.898,2.402,0.377,0.92,3241.646,7464344332.0,153261.574,5.634,836.881,15692.025,786.286,5869.11,2102.264,24.256,10.239,27.339,177.301,825.821,44.007,328.48,110.635,1.358,0.539,15.047,316.484,2419.805,128.532,959.41,324.182,3.965,1.579
PAK,Pakistan,2016,,,,,8.005,1.63,1.394,,368.66,14.827,8.021,305.047,62.117,4.076,0.83,23.278,4.044,105.184,21.419,0.71,7.031,117.41,116.91,9.096,73.667,4338.851,0.802,8.982,64.074,372.241,75.8,3818.042,777.473,64.836,87.997,5.793,21.165,386.507,264.399,53.84,1898.072,-1.053,-3.689,1703.013,346.787,46.053,43.746,1101753910650.0,43.1,4.861,4.031,86.956,156.459,31.86,427.025,27.252,9.842,9.944,9.593,106.054,201.884,41.11,520.812,35.164,12.003,0.5,0.426,22.155,2.413,13.304,26.715,5.44,65.333,4.653,1.506,11.868,34.888,328.849,103.766,21.13,1614.922,-4.792,-2.764,269.652,54.91,18.074,37.22,1.339,1.63,0.0,564.072,1.137,8.005,0.0,6.573,1.394,0.0,0.151,574.126,203631360.0,883.526,8.39,7.18,92.75,175.169,35.67,455.48,30.511,10.498,130.82,1.217,2.147,4.174,0.85,10.543,0.727,0.243,52.472,0.795,2.309,6.531,1.33,11.339,1.138,0.261
PAN,Panama,2016,,,,,17.339,0.07,0.701,,215.431,,,,,66.88,0.27,,0.0,0.0,0.0,2.705,,9.61,9.98,5.672,6.374,29413.474,1.494,,,681.187,2.75,,,27.555,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,79468545000.0,2.15,,,,1600.169,6.46,,64.729,,,,,1790.901,7.23,,72.445,,-0.37,-3.85,,,,0.0,0.0,,0.0,,,,,614.306,2.48,,,0.0,0.0,0.0,24.85,,,0.07,0.0,,,17.339,0.0,,0.701,0.0,,2472.088,4037073.0,118.744,,,,1790.901,7.23,,72.445,,,,,17.339,0.07,,0.701,,,,,156.054,0.63,,6.313,
PER,Peru,2016,,,,,15.198,0.47,0.943,,294.424,20.859,1.966,368.298,11.39,13.257,0.41,0.365,0.013,115.748,3.58,0.822,3.775,49.84,49.86,6.922,19.534,9755.966,0.832,8.916,19.057,781.542,24.17,7527.25,232.788,48.476,77.155,11.123,8.502,84.933,460.453,14.24,2746.331,10.759,13.617,4532.891,140.184,28.56,28.15,362594350376.0,14.68,-0.008,-0.005,59.918,773.458,23.92,1937.458,47.974,19.859,0.423,0.272,64.575,830.692,25.69,2088.051,51.524,21.403,-0.02,-0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.717,8.59,136.465,307.831,9.52,4412.621,-10.506,-7.985,2199.496,68.022,19.093,45.23,1.398,0.47,0.0,-39.062,-0.896,15.198,0.0,45.212,0.943,0.0,0.463,1612.234,30926036.0,301.713,0.423,0.272,64.575,830.692,25.69,2088.051,51.524,21.403,4.401,0.026,0.608,7.76,0.24,19.664,0.481,0.202,76.299,1.147,2.651,34.275,1.06,85.717,2.126,0.879
PHL,Philippines,2016,,,,,10.708,1.11,1.282,,540.993,12.668,17.115,1468.36,152.216,313.031,32.45,47.889,25.312,754.055,78.168,37.471,31.599,86.6,86.6,9.217,40.654,4646.797,0.598,9.889,37.888,620.371,64.31,4061.539,421.035,74.261,87.405,14.669,4.874,38.099,137.56,14.26,367.521,,,,,16.467,7.909,805057095843.0,46.85,-6.949,-1.523,20.397,77.462,8.03,196.764,9.273,4.234,4.228,2.242,55.274,215.022,22.29,533.203,25.739,11.475,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.401,15.899,230.72,169.78,17.6,2225.657,,,,,20.323,47.897,29.665,12.18,11.07,2.764,0.798,117.495,106.788,286.168,14.065,12.783,6.158,835.393,103663816.0,481.705,4.228,2.242,55.274,215.022,22.29,533.203,25.739,11.475,687.189,2.408,2.759,10.611,1.1,26.613,1.27,0.573,29.534,0.559,2.452,9.454,0.98,23.658,1.132,0.509
PNG,Papua New Guinea,2016,,,,,9.671,0.08,2.067,,514.212,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,3.87,3.87,6.432,1.7,3401.299,,,,337.292,2.79,,,72.093,,,,,0.0,0.0,,,,,,0.0,,,1.99,,,,120.893,1.0,,25.84,,,,,130.565,1.08,,27.907,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,337.292,2.79,,,,,,72.093,,,0.08,0.0,,,9.671,0.0,,2.067,0.0,,467.857,8271765.0,28.135,,,,130.565,1.08,,27.907,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
POL,Poland,2016,-33.008,-2.498,133.466,5.07,209.533,7.96,4.793,0.44,700.343,1.7,9.622,15153.507,575.669,3430.447,130.32,-1.69,-10.413,15943.025,605.663,78.463,49.933,168.09,166.09,4.449,49.105,30347.763,1.21,4.92,51.13,3771.596,143.28,28704.487,1090.461,86.266,94.585,6.777,11.588,182.576,206.111,7.83,4806.002,-3.536,-1.514,1087.626,41.318,4.714,15.836,952936856735.0,116.32,16.067,0.745,5.379,56.332,2.14,141.597,1.288,0.467,-3.142,-2.025,62.428,600.433,22.81,1643.301,13.734,5.415,2.0,1.19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.898,29.92,332.215,135.038,5.13,8744.978,9.461,1.086,330.641,12.561,3.089,28.816,20.01,7.96,0.0,-18.781,-4.627,209.533,0.0,526.734,4.793,0.0,1.736,4372.03,37989220.0,1152.888,-3.142,-2.025,62.428,600.433,22.81,1643.301,13.734,5.415,116.257,0.168,0.312,3.159,0.12,8.209,0.072,0.027,15.247,4.188,31.656,331.41,12.59,833.295,7.58,2.746
PRI,Puerto Rico,2016,,,,,6.092,0.02,0.096,,689.325,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,20.89,20.89,-6.248,-5.839,26685.797,0.732,,,6262.334,20.56,,,98.42,,,,,0.0,0.0,,,,,,0.0,,119664702000.0,14.4,,,,21.321,0.07,,0.335,,,,,100.514,0.33,,1.58,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,6262.334,20.56,,,,,,98.42,,,0.02,0.0,,,6.092,0.0,,0.096,0.0,,6362.848,3283121.0,87.613,,,,100.514,0.33,,1.58,,,,,36.551,0.12,,0.574,,,,,36.551,0.12,,0.574,
PRK,North Korea,2016,,,,,0.0,0.0,0.0,,210.145,,,,,153.313,3.88,13.116,27.111,9239.271,233.824,23.43,,16.56,16.56,15.737,15.536,4514.759,2.612,,,153.313,3.88,,,23.43,,,,,0.0,0.0,,,,,,0.0,,43750890064.0,3.48,,,,500.639,12.67,,76.51,,,,,501.034,12.68,,76.57,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,654.347,25307664.0,114.258,,,,501.034,12.68,,76.57,,,,,0.395,0.01,,0.06,,,,,0.0,0.0,,0.0,
PRT,Portugal,2016,-19.751,-0.804,316.5,3.268,297.321,3.07,5.192,1.072,320.142,-12.7,-4.815,3205.547,33.099,1223.181,12.63,,0.0,0.0,0.0,21.36,10.861,54.04,59.13,6.648,18.997,29514.185,1.172,0.148,0.327,2598.411,26.83,21340.512,220.352,45.375,72.306,5.269,2.539,50.738,1218.338,12.58,4913.852,,0.0,0.0,0.0,21.275,16.649,260122132988.0,18.93,80.474,17.631,39.54,1522.439,15.72,3829.351,26.585,12.975,28.406,18.67,84.398,3128.166,32.3,8173.696,54.625,27.694,-5.09,-9.419,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.943,2.602,136.515,156.893,1.62,13221.114,,0.0,0.0,0.0,2.74,44.796,8.153,3.24,0.17,-2.562,-0.214,313.785,16.464,789.592,5.479,0.288,2.675,5726.577,10325540.0,304.75,28.406,18.67,84.398,3128.166,32.3,8173.696,54.625,27.694,2.635,0.053,2.067,84.257,0.87,200.199,1.471,0.678,6.828,2.005,31.37,1207.685,12.47,3038.054,21.089,10.294
PRY,Paraguay,2016,,,,,0.0,0.0,0.0,,24.077,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.71,63.13,12.981,17.745,22786.498,2.535,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,60921223610.0,1.52,,,,9314.125,63.13,,100.0,,,,,9314.125,63.13,,100.0,,-48.42,-329.164,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,9314.125,6777878.0,154.444,,,,9314.125,63.13,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
PSE,Palestine,2016,,,,,0.0,0.0,0.0,,638.298,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.94,0.47,4.508,0.825,4125.179,0.807,,,101.388,0.47,,,100.0,,,,,34.515,0.16,,,,,,34.043,,23685473952.0,0.3,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,5.47,92.088,,,,0.0,0.0,,0.0,,,,,66.873,0.31,,,,,,65.957,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,101.388,4635644.0,19.123,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
PYF,French Polynesia,2016,,,,,0.0,0.0,0.0,,448.276,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.58,0.58,-0.625,-0.03,17191.247,,,,1347.532,0.37,,,63.793,,,,,0.0,0.0,,,,,,0.0,,,0.26,,,,655.556,0.18,,31.034,,,,,764.816,0.21,,36.207,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1347.532,0.37,,,,,,63.793,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2112.348,274576.0,4.72,,,,764.816,0.21,,36.207,,,,,109.259,0.03,,5.172,,,,,0.0,0.0,,0.0,
QAT,Qatar,2016,,,,,11.302,0.03,0.075,,489.693,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,39.78,39.78,-2.339,-13.829,217548.298,1.486,-2.34,-13.832,14971.487,39.74,217431.744,577.146,99.899,99.946,-4.906,-21.232,411.505,14971.487,39.74,155028.741,-0.691,-12.145,657589.382,1745.491,99.899,71.262,388615568198.0,19.48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924,0.003,0.31,15.069,0.04,116.727,0.101,0.054,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.677,7.4,165.641,0.0,0.0,62403.003,0.434,4.098,357500.943,948.943,0.0,28.685,0.289,0.03,0.0,-0.592,-0.002,11.302,0.0,108.805,0.075,0.0,0.05,14986.556,2654379.0,577.456,0.924,0.003,0.31,15.069,0.04,116.727,0.101,0.054,27.656,0.005,0.021,3.767,0.01,7.922,0.025,0.004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REU,Reunion,2016,,,,,367.925,0.32,10.423,,488.599,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,3.07,3.07,1.694,0.233,16072.855,,,,2311.03,2.01,,,65.472,,,,,0.0,0.0,,,,,,0.0,,,1.5,,,,528.892,0.46,,14.984,,,,,1218.752,1.06,,34.528,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,2311.03,2.01,,,,,,65.472,,,0.32,0.0,,,367.925,0.0,,10.423,0.0,,3529.782,869742.0,13.979,,,,1218.752,1.06,,34.528,,,,,298.939,0.26,,8.469,,,,,22.995,0.02,,0.651,
ROU,Romania,2016,,,,,26.773,0.53,0.821,,296.64,-11.001,-7.711,3151.048,62.379,802.171,15.88,-10.113,-5.542,2488.252,49.258,24.586,16.533,59.57,64.59,0.005,0.018,19059.668,1.093,-0.532,-1.487,1330.048,26.33,14055.164,278.24,40.765,73.743,1.194,1.238,104.946,487.465,9.65,5301.309,-11.397,-11.645,4572.968,90.528,14.94,27.814,345273809192.0,19.16,7.746,3.259,45.337,910.777,18.03,2290.164,27.915,12.016,0.493,0.472,96.203,1932.686,38.26,4859.675,59.235,25.497,-5.02,-8.427,-3.615,-1.064,28.382,570.309,11.29,1433.702,17.479,7.522,4.707,4.986,110.915,40.412,0.8,5602.808,-5.021,-2.338,2233.615,44.217,1.239,29.396,1.335,0.53,0.0,0.736,0.01,26.773,0.0,67.455,0.821,0.0,0.354,3262.734,19796280.0,377.311,2.318,1.537,67.822,1362.377,26.97,3425.972,41.756,17.975,-8.717,-0.437,4.577,91.936,1.82,231.201,2.818,1.213,-7.249,-1.295,16.572,332.891,6.59,837.152,10.203,4.392
RUS,Russia,2016,,,,,2.891,0.42,0.041,,375.486,-3.116,-33.378,7144.902,1037.978,1112.714,161.65,4.095,88.737,15528.241,2255.871,15.659,12.964,1017.79,1032.29,2.098,164.509,55112.125,2.313,1.801,124.656,4570.561,663.99,48491.837,7044.67,64.322,87.988,2.929,119.716,4206.464,3386.672,492.0,28955.129,0.827,48.358,40562.646,5892.754,47.661,52.539,3461967527762.0,387.61,9.242,39.277,464.261,1258.093,182.77,3195.729,17.705,5.799,4.28,39.459,961.377,2535.185,368.3,6617.619,35.678,12.008,-14.5,-1.425,-0.01,-0.049,494.445,1266.904,184.05,3403.501,17.829,6.176,2.175,38.318,1800.223,71.175,10.34,12391.806,2.557,161.968,44708.965,6495.112,1.002,22.485,1.121,0.87,0.45,-7.884,-0.096,5.989,3.098,7.719,0.084,0.044,0.014,7105.747,145275376.0,8006.435,9.243,39.508,466.932,1268.281,184.25,3214.118,17.849,5.832,38.715,0.329,1.178,3.166,0.46,8.107,0.045,0.015,-0.536,-0.002,0.372,1.033,0.15,2.564,0.015,0.005
RWA,Rwanda,2016,,,,,0.0,0.0,0.0,,356.164,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.8,0.73,3.937,0.2,452.381,0.265,,,30.851,0.36,,,49.315,,,,,0.0,0.0,,,,,,0.0,,19946535339.0,0.26,,,,23.996,0.28,,38.356,,,,,31.708,0.37,,50.685,,0.07,8.75,,,,0.0,0.0,,0.0,,,,,30.851,0.36,,,,,,49.315,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,62.56,11668829.0,5.279,,,,31.708,0.37,,50.685,,,,,7.713,0.09,,12.329,,,,,0.0,0.0,,0.0,
SAU,Saudi Arabia,2016,,,,,0.0,0.0,0.0,,598.408,-33.191,-0.511,31.719,1.029,0.0,0.0,,0.0,0.0,0.0,0.0,0.034,345.5,345.5,1.259,37.854,93810.624,1.845,1.259,37.855,10647.76,345.45,93807.142,3043.427,99.986,99.996,6.137,60.895,1053.17,5146.803,166.98,32461.746,6.137,60.895,32461.72,1053.17,48.33,34.603,1649723231085.0,206.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.592,-0.001,0.115,1.414,0.046,3.556,0.013,0.004,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,-22.529,1989.225,5500.957,178.47,61313.677,3.288,217.226,210318.701,6823.463,51.656,65.359,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,10649.301,32443444.0,3043.54,-0.592,-0.001,0.115,1.414,0.046,3.556,0.013,0.004,-0.592,-0.001,0.115,1.541,0.05,3.556,0.014,0.004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,Sudan,2016,,,,,16.563,0.66,4.684,,253.371,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.09,14.09,16.128,14.675,2651.734,,,,136.521,5.44,,,38.609,,,,,68.762,2.74,,,0.0,0.0,0.0,19.446,,,3.57,,,,200.013,7.97,,56.565,,,,,217.078,8.65,,61.391,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,67.758,2.7,,-4.736,-2.959,1493.685,59.52,19.163,,,0.66,0.0,,,16.563,0.0,,4.684,0.0,,353.599,39847432.0,105.665,,,,217.078,8.65,,61.391,,,,,0.502,0.02,,0.142,,,,,0.0,0.0,,0.0,
SEN,Senegal,2016,,,,,8.67,0.13,3.118,,575.54,,,,,10.004,0.15,,0.0,0.0,0.0,3.597,,4.53,4.17,-3.352,-1.243,2389.926,0.956,,,244.773,3.67,,,88.01,,,,,68.696,1.03,,-3.226,-0.019,37.267,0.559,24.7,,37469413189.0,2.4,,,,24.01,0.36,,8.633,,,,,33.348,0.5,,11.99,,0.36,7.947,,,,0.0,0.0,,0.0,,,,,166.072,2.49,,,0.0,0.0,0.0,59.712,,,0.13,0.0,,,8.67,0.0,,3.118,0.0,,278.12,14993514.0,35.833,,,,33.348,0.5,,11.99,,,,,0.667,0.01,,0.24,,,,,0.0,0.0,,0.0,
SGP,Singapore,2016,,,,,65.445,0.37,0.76,,492.81,4.823,0.228,876.32,4.954,0.0,0.0,,0.0,0.0,0.0,0.0,0.513,48.68,48.68,3.775,35.156,170930.199,2.543,3.778,35.096,8518.428,48.16,170534.447,964.138,98.932,99.768,2.794,3.235,119.021,8267.262,46.74,21052.189,,0.0,0.0,0.0,96.015,12.316,380027199712.0,23.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.756,0.06,2.238,91.976,0.52,395.889,1.068,0.232,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912,31.633,840.162,251.166,1.42,148605.938,,0.0,0.0,0.0,2.917,86.939,2.016,0.37,0.0,-1.909,-0.039,65.445,0.0,356.528,0.76,0.0,0.209,8610.405,5653625.0,966.375,2.756,0.06,2.238,91.976,0.52,395.889,1.068,0.232,80.505,0.099,0.223,26.532,0.15,39.361,0.308,0.023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHN,Saint Helena,2016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.746,0.0,6640.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5958.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,2016,,,,,0.0,0.0,0.0,,700.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.1,0.1,-3.883,-0.054,2154.411,,,,161.437,0.1,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.07,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,161.437,0.1,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,161.437,619438.0,1.335,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
SLE,Sierra Leone,2016,,,,,4.093,0.03,13.636,,227.273,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.22,0.22,2.257,0.098,604.84,0.455,,,8.187,0.06,,,27.273,,,,,0.0,0.0,,,,,,0.0,,9744761000.0,0.05,,,,17.738,0.13,,59.091,,,,,21.832,0.16,,72.727,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,8.187,0.06,,,,,,27.273,,,0.03,0.0,,,4.093,0.0,,13.636,0.0,,30.018,7328846.0,4.433,,,,21.832,0.16,,72.727,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
SLV,El Salvador,2016,,,,,113.276,0.72,12.101,,310.924,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.94,5.95,0.806,0.311,6128.891,0.753,,,369.721,2.35,,,39.496,,,,,39.332,0.25,,,0.0,0.0,0.0,4.202,,51736934160.0,1.85,,,,198.234,1.26,,21.176,,,,,566.382,3.6,,60.504,,0.99,14.265,,,,0.0,0.0,,0.0,,,,,330.389,2.1,,,0.0,0.0,0.0,35.294,,,2.3,1.58,,,361.855,248.579,,38.655,26.555,,936.103,6356137.0,38.956,,,,566.382,3.6,,60.504,,,,,6.293,0.04,,0.672,,,,,0.0,0.0,,0.0,
SOM,Somalia,2016,,,,,0.0,0.0,0.0,,676.471,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.34,0.34,2.318,0.082,255.68,,,,23.263,0.33,,,97.059,,,,,0.0,0.0,,,,,,0.0,,,0.23,,,,0.0,0.0,,0.0,,,,,0.705,0.01,,2.941,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,23.263,0.33,,,,,,97.059,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,23.968,14185635.0,3.627,,,,0.705,0.01,,2.941,,,,,0.705,0.01,,2.941,,,,,0.0,0.0,,0.0,
SPM,Saint Pierre and Miquelon,2016,,,,,0.0,0.0,0.0,,800.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.05,0.05,1.813,0.007,68471.43,,,,8427.44,0.05,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.04,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,8427.44,0.05,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,8427.44,5933.0,0.406,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
SRB,Serbia,2016,,,,,3.388,0.03,0.078,,592.852,,,,,3076.588,27.24,0.258,0.217,9536.263,84.434,70.552,,36.69,38.61,2.447,4.593,21720.911,2.042,,,3134.19,27.75,,,71.873,,,,,42.919,0.38,,-8.333,-0.515,639.631,5.663,0.984,,94185454464.0,22.89,,,,1218.663,10.79,,27.946,,,,,1226.569,10.86,,28.127,,-1.92,-5.233,,,,0.0,0.0,,0.0,,,,,14.683,0.13,,-1.29,-0.17,1464.864,12.97,0.337,,,0.03,0.0,,,3.388,0.0,,0.078,0.0,,4360.759,8853963.0,192.316,,,,1226.569,10.86,,28.127,,,,,1.129,0.01,,0.026,,,,,3.388,0.03,,0.078,
SSD,South Sudan,2016,,,,,0.0,0.0,0.0,,693.878,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.49,0.49,-3.441,-0.275,713.446,,,,45.234,0.49,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.34,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,45.234,0.49,,-7.223,-6.113,7248.618,78.521,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,45.234,10832520.0,7.728,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
STP,Sao Tome and Principe,2016,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.09,0.09,3.308,0.021,3272.106,0.927,,,393.66,0.08,,,88.889,,,,,0.0,0.0,,,,,,0.0,,717552000.0,0.06,,,,49.208,0.01,,11.111,,,,,49.208,0.01,,11.111,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,393.66,0.08,,,,,,88.889,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,442.868,203221.0,0.665,,,,49.208,0.01,,11.111,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
SUR,Suriname,2016,,,,,17.703,0.01,0.521,,416.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.36,1.92,3.921,0.413,19367.388,,,,1982.711,1.12,,,58.333,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.8,,,,1380.817,0.78,,40.625,,,,,1416.222,0.8,,41.667,,0.44,18.644,,,,0.0,0.0,,0.0,,,,,1982.711,1.12,,0.274,0.032,20421.465,11.536,58.333,,,0.01,0.0,,,17.703,0.0,,0.521,0.0,,3398.934,564883.0,10.94,,,,1416.222,0.8,,41.667,,,,,17.703,0.01,,0.521,,,,,0.0,0.0,,0.0,
